address,email,hours,image,lat,lng,name,phone,url,id,image_path
"5018 Clio Rd Flint, Mi 48504",,"Mon - Sun, 8am -10pm",\x,43.0601697,-83.7327786,Rite Aid #4310,(810) 787-2232,,33,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_33.png
"1810 Maplewood Ave Flint, Mi 48506",,"Mon - Sun, 8am - 8pm",\x,43.0326045,-83.66351739999999,Rite Aid Disc Pharmacy #3780,(810) 232-6423,,39,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_39.png
"2407 Mlk Street Flint, Mi 48505",,"Mon - Sun, 8am - 2am",\x,43.0383258,-83.70484359999999,Liquor Plus Mini Mart,(810) 232-1990,,45,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_45.png
"645 W Pierson Flint, Mi 48505",,,\x,43.0606424,-83.7134792,Z'S Liquor Corner,(810) 787-4340,,51,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_51.png
"1520 W Pasadena Flint, Mi 48504",,"Mon - Sun, 8 am - 2 am",\x,43.0465189,-83.72292300000001,Paradise House Of Liquor,(810) 785-0216,,55,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_55.png
"2816 Richfield Rd Flint, Mi 48506",,Sun - Th: 7am - 11:30pm; Fri + Sat: 7am - 1am,\x,43.0506216,-83.65457719999999,Cabs Party Store,(810) 407-7177,,61,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_61.png
"3917 W Court St Flint, Mi 48532",,,\x,43.0065903,-83.7369719,Flint Lucky Star,810-767-2470,,69,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_69.png
"2500 Clio Rd Flint, Mi 48504",,"Mon - Sun, 7am - 2am",\x,43.0387759,-83.7319711,Clio Road Market,(810) 233-0582,,75,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_75.png
"808 S Center St Flint, Mi 48506",,"Mon - Th, 10am - 11pm; Fri-Sat, 10am - 12am; Sun: 12pm -10pm",\x,43.0192935,-83.6353309,Royal Liquor Store #3 Llc,(810) 715-3007,,79,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_79.png
"3009 N Saginaw St Flint, Mi 48505",,Mon - Sun: 9am - 2am,\x,43.0435685,-83.694302,Liquor Corner Inc,(810) 787-4040,,87,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_87.png
"2638 Flushing Rd Flint, Mi 48504",,"Mon - Sat, 9am - 2am; Sun - 11am - 12am",\x,43.0229749,-83.72543420000001,K & J Market,(810) 767-7005,,93,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_93.png
"4412 Fenton Rd Flint, Mi 48507",,,\x,42.9833715,-83.693294,Fenton Road Quik Stop,810-234-8003,,99,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_99.png
"773 Wager St Flint, Mi 48505",,,\x,43.0577874,-83.6907875,Sams Liquor Market,(810) 785-5718,,105,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_105.png
"843 S Stevenson Flint, Mi 48506",,"Mon - Sat, 8am -12am; Sun - 9am - 11pm",\x,43.018934,-83.7084886,Farahs Food Market,(810) 239-8225,,109,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_109.png
"2702 N Franklin Ave Flint, Mi 48506",,Mon - Sat: 10am - 12am; Sun: 10am - 11pm,\x,43.0399319,-83.6649612,Franklin St Mini Mart,(810) 232-5830,,115,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_115.png
"2743 Corunna Rd Flint, Mi 48503",,Monday - Sat: 10am - 1am; Sun: 10am - 12am,\x,43.0023396,-83.7248012,Sami Quik Stop,(810) 235-7803,,129,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_129.png
"3001 N Dort Hwy Flint, Mi 48506",,"Mon - Sun, 10am - 10pm (ish - see note)",\x,43.0421755,-83.6565162,Dort Party Store,(810) 234-7818,,137,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_137.png
"3239 Davison Flint, Mi 48506",,,\x,43.0332476,-83.6458722,Khouris Market,(810) 736-0340,,151,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_151.png
"3605 Fenton Rd Flint, Mi 48507",,24/7,\x,42.9899134,-83.69277319999999,Swak Inc,(810) 767-2764,,155,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_155.png
"510 Leta St Flint, Mi 48507",,Mon - Th: 10am - 9pm; Fri: 10am - 10pm; Sat: 11am - 10pm; Sun - 11am - 9pm,\x,42.9863906,-83.6644938,Dons Market,(810) 743-5449,,159,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_159.png
"6509 N Saginaw St Flint, Mi 48505",,Monday - Saturday: 9:00 AM to 8:00 PM; Sunday: 9:00 AM - 5:00 PM,\x,43.0711906,-83.6944212,Hutchinson Food & Drug Inc,810-787-1869,,171,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_171.png
"2510 Fenton Rd Flint, Mi 48507",,Mon - Sat 8am - 9pm; Sun - 9am - 7pm,\x,42.9973611,-83.6935906,Mr Bs Market Inc,(810) 238-6916,,179,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_179.png
"206 W Pierson Rd Flint, Mi 48505",,"Mon-Sat, 8am-9pm; Sun, 8am - 7pm",\x,43.06222289999999,-83.70639070000001,Landmark Food Center,(810) 789 7311,,185,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_185.png
"822 S Dort Hwy Flint, Mi 48503",,"Mon - Sun, 8am - Midnight",\x,43.0187298,-83.6549788,Bp Future Plus Inc,810-239-3941,,193,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_193.png
"2726 W Court St Flint, Mi 48503",,24/7,\x,43.0071642,-83.725704,Marathon - Algoda Gas Inc,810-232-5430,,199,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_199.png
"527 N Grand Traverse St Flint, Mi 48503",,24/7,\x,43.0186537,-83.6997379,Sunoco Gas Station,(810) 239-4092,,205,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_205.png
"4006 Clio Rd Flint, Mi 48504",,Mostly 24/7  [Clerk wasn't sure closing hours],\x,43.0507235,-83.73240679999999,Clio Petroleum Llc,(810) 787 2209,,209,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_209.png
"3841 S Saginaw Flint, Mi 48507",,24/7,\x,42.9883061,-83.6755235,Saginaw Fuel North Llc,(810) 742-1720,,217,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_217.png
"1960 W Atherton Rd Flint, Mi 48507",,24/7,\x,42.988671,-83.71291240000001,Flint Petro Mart Inc,(810) 235-2300,,223,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_223.png
"4111 N Dort Hwy Flint, Mi 48505",,24/7,\x,43.0536177,-83.67139019999999,Singhs Stop,(810) 787-6510,,227,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_227.png
"1680 Chevrolet Flint, Mi 48504",,24/7,\x,43.0313525,-83.71555289999999,V & T Enterprises Inc,810-232-0149,,233,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_233.png
"1670 Dupont St Flint, Mi 48504",,"Mon - Sat, 6am -11pm; Sun, 8am - 10pm",\x,43.0314156,-83.7128772,S & E Gas Station,(810) 232-3020,,237,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_237.png
"509 S Dort Hwy Flint, Mi 48503",,24/7,\x,43.0220689,-83.654381,Speedway #8748 Good Customer Service,(810) 239-0883,,243,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_243.png
"300 E First St Flint, Mi 48502",,"1st 2 Saturdays,May - August,  8AM-5PM",\x,43.0170525,-83.6871951,Fresh Lake Whitefish Co,(906) 322-5928,,249,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_249.png
"4519 Richfield Rd Flint, Mi 48505",,Mon - Sat 9am - 7pm; Sun - 10am - 6pm,\x,43.051924,-83.61662419999999,Ritas Dollar Giant,(810) 787-8000,,253,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_253.png
"709 E Pierson Rd Flint, Mi 48505",,Monday - Sunday : 08:00 AM-10:00 PM,\x,43.0614561,-83.69325839999999,Family Dollar Store #1273,8107854091,,261,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_261.png
"4416 S Dort Hwy Flint, Mi 48507",,"Mon - Sun , 8am - 9pm",\x,42.9840166,-83.6540854,Dollar General Store #8288,(810) 743-1135,,267,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_267.png
"2702 Fenton Rd Flint, Mi 48507",,Monday - Sunday : 08:00 AM-08:00 PM,\x,42.9958383,-83.69341159999999,Family Dollar Store #7673,8103411781,,273,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_273.png
"3513 Richfield Rd Flint, Mi 48506",,Monday - Sunday : 08:00 AM-10:00 PM,\x,43.05150769999999,-83.63642250000001,Family Dollar Stores Of Mich #2088,8104075850,,279,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_279.png
"1918 N Dort Hwy Flint, Mi 48506",,"Mon - Sat, 8am - 9pm; Sun, 9am - 8pm",\x,43.0340689,-83.6545404,Save A Lot #308,(810) 238-1972,,285,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_285.png
"4311 N Saginaw St Flint, Mi 48505",,"Mon-Wed, 8am - 12am; Th - Sat, 8am - 2am; Sun, 11am - 12am",\x,43.0547413,-83.69413050000001,Brothers Food Center,(810) 789-2541,,291,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_291.png
"1716 Dupont St Flint, Mi 48504",,"Mon - Sat, 9am - 10pm; Sun, 10am - 10pm",\x,43.0322673,-83.7130009,K Cs Market,(810) 239-8077,,303,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_303.png
"3271 S Dort Hwy Burtion, Mi 48529",,,\x,42.9816581,-83.6531996,Corner Stop,(810) 742-5464,,339,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_339.png
"1313 W Coldwater Rd Flint, Mi 48505",,"Mon - Sun, 9am - 11pm",\x,43.0900737,-83.7060892,Seasons C Store,810-785-0810,,347,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_347.png
"4507 S Center Rd Burton, Mi 48519",,"Mon - Sat, 10am - 11pm; Sun, 10am - 10pm",\x,42.96083309999999,-83.6322034,Bg'S Party Store,(810) 742-6170,,349,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_349.png
"3386 Lippincott Blvd Burton, Mi 48519",,"Mon - Wed, 8:30 -1am; Th - Sat, 8:30am - 2am; Sun, 10am - 1am",\x,43.0037892,-83.63932190000001,Tariks Market,(810) 742-5320,,355,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_355.png
"5237 Detroit St Flint, Mi 48505",,"Mon - Sat, 8am - 10pm; Sun: 8am - 9pm",\x,43.0817845,-83.7065466,Big Star Market,(810) 789-0970,,363,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_363.png
"3138 W Pierson Rd Flint, Mi 48504",,,\x,43.06109,-83.7386052,Quick Pick Party Store Ii,(810) 787-4120,,371,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_371.png
"3433 N Genesee Flint, Mi 48506",,Mon - Wed: 9am - 11pm; Th - Sat: 9am -12am; Sun - 10am - 10pm,\x,43.0593659,-83.6167588,Genesee Liquor Market Inc,(810) 736-4060,,375,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_375.png
"5016 Richfield Rd Flint, Mi 48506",,Mon - Sun: 9am - 10pm,\x,43.0509682,-83.61542089999999,Sams Food Market,(810) 736-5900,,383,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_383.png
"1229 N Ballenger Hwy Flint, Mi 48504",,Mon - Sat: 10am - 12am; Sun: 12pm - 10pm,\x,43.0204988,-83.73420019999999,777 Party Store,(810) 234-7134,,389,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_389.png
"1052 E Maple Rd Flint, Mi 48507",,Mon - Sun: 8am - 12am,\x,42.9592444,-83.69064209999999,Food Plus Party Store Inc,(810) 234-7571,,395,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_395.png
"3137 Brown St Flint, Mi 48532",,"Mon - Sun, 10am - 9pm",\x,43.0004407,-83.73853609999999,Brown Street Market,(810) 767-6550,,401,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_401.png
"2480 S Center Rd Burton, Mi 48519",,Mon - Sat: 10am - 7pm; Closed Sun,\x,42.9908314,-83.63467899999999,Wild Farm Foods,810-744-4226,,407,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_407.png
"5272 N Genesee Rd Flint, Mi 48506",,"Mon - Sun, 6am- 11pm",\x,43.0844679,-83.6165802,C G Station Inc,(810) 736-7707,,413,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_413.png
"1205 N Ballenger Hwy Flint, Mi 48504",,24/7,\x,43.0225394,-83.73300859999999,Ballenger Service Station Llc,810-234-8679,,419,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_419.png
"4508 Fenton Rd Flint, Mi 48507",,"Mon - Th, 5am - 11pm; Fri, 5am - 12am; Sat , 6am - 11pm; Sun, 7am - 10pm",\x,42.9599324,-83.6928984,Marathon Future Plus 1 Inc,810-232-2361,,425,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_425.png
"3930 Corunna Rd Flint, Mi 48532",,24/7,\x,43.0025035,-83.738588,Corunna Express Stop #22 Llc,810-232-4201,,431,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_431.png
"3311 S Saginaw St Burton, Mi 48529",,24/7,\x,42.980411,-83.6736957,Marathon Gas - Abeer Fuel Ii Inc,810-743-0580,,437,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_437.png
"3509 S Dort Hwy Burton, Mi 48529",,24/7,\x,42.9751352,-83.6525686,Reliance Petroleum Llc,(810) 715-1767,,443,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_443.png
"4513 W Pasadena Flint, Mi 48504",,"Mon-Sun, 7am - 10pm",\x,43.0450367,-83.7721483,Sunoco,(810) 720-1770,,449,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_449.png
"3215 Flushing Rd Flint, Mi 48504",,,\x,43.026451,-83.73944929999999,Flushing Quick Stop,(810) 767-1402,,451,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_451.png
"2474 W Hill Rd Flint, Mi 48507",,24/7,\x,42.94393789999999,-83.7299571,Meijer Gas Station #44,(810) 235-2700,,455,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_455.png
"4006 Richfield Rd Flint, Mi 48506",,24/7,\x,43.050732,-83.6351059,Admiral Petroleum Co #31,(810) 736-8354,,471,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_471.png
"4232 S Saginaw St Burton, Mi 48529",,24/7,\x,42.9680712,-83.6725025,Admiral Petroleum Co #36,(810) 715-9066,,481,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_481.png
"1174 W Hill Rd Flint, Mi 48507",,"Mon-Fri, 10am - 7:30pm; Sat 10am - 5pm; closed Sun",\x,42.9449209,-83.6987832,Oasis Market,(810) 407-7133,,487,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_487.png
"5076 Richfield Rd Flint, Mi 48506",,"Mon - Sun , 8am - 10pm",\x,43.0501476,-83.6167588,Dollar General Store #6020,(810) 743-4476,,499,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_499.png
"3280 East Lippincott Blvd Burton, Mi 48519",,"Mon - Sat, 8am - 10pm; Sun, 10am - 9am",\x,43.00361119999999,-83.6431893,H & N Market,(810) 742-4718,,523,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_523.png
"5452 N Dort Hwy Flint, Mi 48505",,"Mon - Sun, 12pm - 3pm & 6pm-11pm",\x,43.0881842,-83.6739116,Gourmet Foods Outlet,Jim's number: (810) 250 3290; Toll Free number (for customers): 877- Outlet9,,529,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_529.png
"1542 E Pierson Rd Flushing, Mi 48433",,,\x,43.0590528,-83.8155156,Kroger Store #419,,,559,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_559.png
"18005 Silver Parkway Fenton, Mi 48430",,,\x,42.7929998,-83.7379825,Vgs Food #1921,,,565,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_565.png
"12731 S Saginaw Grand Blanc, Mi 48439",,,\x,42.9201374,-83.61888429999999,Kroger Store #409,,,573,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_573.png
"8360 S Saginaw St Grand Blanc, Mi 48439",,,\x,42.9095071,-83.60582269999999,Rite Aid #4319,,,579,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_579.png
"2506 E Hill Rd Grand Blanc, Mi 48439",,,\x,42.9439676,-83.6533582,Rite Aid #7733,,,587,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_587.png
"1570 E Pierson Flushing, Mi 48433",,,\x,43.0595714,-83.8137383,Walgreens #6054,,,593,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_593.png
"337 N State Otisville, Mi 48463",,,\x,43.1690423,-83.52506989999999,Rite Aid Discount Pharmacy #3510,,,603,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_603.png
"6026 Lapeer Rd Burton, Mi 48509",,,\x,43.0104802,-83.59413599999999,Rite Aide Discount Pharmacy #4806,,,613,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_613.png
"12821 South Saginaw St Grand Blanc, Mi 48439",,,\x,42.9188717,-83.61770609999999,General Nutrition Center,,,619,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_619.png
"10236 W Vienna Rd Montrose, Mi 48457",,,\x,43.1766158,-83.8765512,Riverside Market,,,623,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_623.png
"4278 Morrish Rd Swartz Creek, Mi 48473",,,\x,42.964115,-83.83135089999999,Morrish Fuel Llc,,,633,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_633.png
"7510 N Genesee Rd Genesee, Mi 48437",,,\x,43.1201719,-83.61713999999999,Admiral Petroleum Co #180,,,639,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_639.png
"11481 Linden Rd Clio, Mi 48420",,,\x,43.1761602,-83.7747327,Murphy Usa #7387,,,643,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_643.png
"8546 Miller Rd Swartz Creek, Mi 48473",,,\x,42.9574573,-83.8497455,Speedway #8862,,,649,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_649.png
"2456 W Grand Blanc Rd Grand Blanc, Mi 48439",,,\x,42.9152235,-83.72760579999999,Speedway #8591,,,653,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_653.png
"3340 Owen Road Fenton, Mi 48430",,,\x,42.790076,-83.7407896,Speedway #5509,,,659,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_659.png
"3238 W Thompson Rd Fenton, Mi 48430",,,\x,42.863331,-83.73812600000001,Shell Thompson Exit,,,663,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_663.png
"1491 N Leroy St Fenton, Mi 48430",,,\x,42.8176657,-83.7080707,One Stop Foods #4,,,669,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_669.png
"110 E Broad St Linden, Mi 48451",,,\x,42.8144374,-83.78191939999999,Beacon & Bridge Market #8,,,673,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_673.png
"6526 Corunna Rd Flint, Mi 48532",,,\x,43.0017084,-83.8115607,Speedway #2210,,,679,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_679.png
"11500 Sheridan Montrose, Mi 48457",,,\x,43.17498579999999,-83.92980539999999,Beacon & Bridge Market #5,,,683,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_683.png
"7561 Miller Rd Swartz Creek, Mi 48473",,,\x,42.9569792,-83.8292584,Admiral Petroleum Co #42,,,689,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_689.png
"4514 W Grand Blanc Rd Swartz Creek, Mi 48473",,,\x,42.9141219,-83.7692402,Beacon & Bridge Market #1,,,693,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_693.png
"5015 E Vienna Rd Clio, Mi 48420",,,\x,43.18013939999999,-83.6196901,Beacon & Bridge Market #2,,,699,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_699.png
"7381 N Genesee Rd Genesee, Mi 48437",,,\x,43.1166768,-83.6187525,Family Dollar Store #1862,,,701,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_701.png
"11925 N Saginaw Mount Morris, Mi 48458",,,\x,43.1210967,-83.69504409999999,Dollar General Store #13748,,,703,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_703.png
"11307 Linden Rd Clio, Mi 48420",,,\x,43.1729138,-83.77480709999999,Dollar Tree #3724,,,709,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_709.png
"8144 S Silver Lake Dr Linden, Mi 48451",,,\x,42.7987584,-83.8307708,Dollar General Store #10929,,,713,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_713.png
"410 N State Rd Otisville, Mi 48463",,,\x,43.1720478,-83.5224537,Family Dollar Store #7290,,,719,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_719.png
"11966 N Saginaw St Mount Morris, Mi 48458",,,\x,43.1222147,-83.6929775,Family Dollar Stores Of Mich #4673,,,725,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_725.png
"9102 Miller Rd Swartz Creek, Mi 48473",,,\x,42.95831039999999,-83.8538817,Family Dollar Stores Of Mich #3029,,,729,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_729.png
"1260 N Leroy St Fenton, Mi 48430",,,\x,42.8118178,-83.7065401,Dollar General Store #8819,,,737,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_737.png
"11972 N Saginaw St Mt Morris, Mi 48458",,,\x,43.1225211,-83.6931135,Beverage Mart #80/Save A Lot #304,,,741,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_741.png
"1228 N Leroy Fenton, Mi 48430",,,\x,42.8113081,-83.7064231,Locke'S Party Store,,,751,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_751.png
"8110 E Court St Davison, Mi 48423",,,\x,43.0184027,-83.5512835,Fun With Frosting,,,757,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_757.png
"502 Silver Lake Fenton, Mi 48430",,,\x,42.7985797,-83.710241,Fenton Party Shop,,,763,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_763.png
"8110 E Court St Davison, Mi 48423",,,\x,43.0184027,-83.5512835,Lj'S Farm Market Inc,,,771,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_771.png
"12473 Seymour Rd Montrose, Mi 48457",,,\x,43.1892462,-83.88117749999999,Junes Floral Company,,,775,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_775.png
"1104 S Elms Flint, Mi 48532",,,\x,43.01255039999999,-83.81296929999999,Jimmys Short Stop,,,781,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_781.png
"8110 E Court St Davison, Mi 48423",,,\x,43.0184027,-83.5512835,Great Harvest Bread Co,,,785,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_785.png
"1314 N Leroy St Fenton, Mi 48430",,,\x,42.81298870000001,-83.7069999,Rsvk Investment Llc,,,791,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_791.png
"103 N Bridge St Linden, Mi 48451",,,\x,42.81487300000001,-83.782569,The French Confection Cakery Llc,,,797,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_797.png
"1180 S State St Davison, Mi 48423",,,\x,43.0149705,-83.5181401,Davison Gas Llc,,,805,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_805.png
"8110 E Court St Davison, Mi 48423",,,\x,43.0184027,-83.5512835,Knob Hill Meats,,,811,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_811.png
"8110 E Court Street Davison, Mi 48423",,,\x,43.0184027,-83.5512835,Hills Home Cured Cheese,,,815,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_815.png
"8110 E Court St Davison, Mi 48423",,,\x,43.0184027,-83.5512835,R.R. Porter Llc,,,821,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_821.png
"8474 W Mt Morris Rd Flushing, Mi 48433",,,\x,43.1182763,-83.8517127,Eli'S Smokehouse Deli,,,825,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_825.png
"11804 S Saginaw St Grand Blanc, Mi 48439",,,\x,42.92462769999999,-83.6276515,Lee Ays,,,831,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_831.png
"5454 Perry Rd Grand Blanc, Mi 48439",,,\x,42.9300713,-83.59800109999999,Perry Grocery Llc,,,835,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_835.png
"500 S Mill St Clio, Mi 48420",,,\x,43.173628,-83.73543599999999,A & M Oriental Grocery,,,837,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_837.png
"7539 Grand Blanc Rd Swartz Creek, Mi 48473",,,\x,42.9125223,-83.8299923,Isaac'S Grocery,,,841,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_841.png
"9052 N Saginaw St Mount Morris, Mi 48458",,,\x,43.1357155,-83.69443419999999,Luckys Liquorland,,,845,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_845.png
"1220 N Leroy Fenton, Mi 48430",,,\x,42.8111559,-83.706645,Lester Lee'S,,,851,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_851.png
"123 E Broad St Linden, Mi 48451",,,\x,42.8156109,-83.77370479999999,Linden Mercantile & Artisan Market,,,855,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_855.png
"11741 N Saginaw Mount Morris, Mi 48458",,,\x,43.1192886,-83.6947251,Valley Liquor,,,861,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_861.png
"10293 S Saginaw St Grand Blanc, Mi 48439",,,\x,42.9322267,-83.6356251,R & W Food Castle,,,865,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_865.png
"3355 S State Rd Davison, Mi 48423",,,\x,42.981389,-83.5061456,Zips Party Store,,,871,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_871.png
"8030 Duffield Gaines, Mi 48436",,,\x,42.911899,-83.91004099999999,K & M Party Store,,,875,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_875.png
"3500 State Rd Davison, Mi 48423",,,\x,43.0628991,-83.5170574,Asf Of Flint Inc,,,881,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_881.png
"524 N State Davison, Mi 48423",,,\x,43.0342582,-83.5176419,Kroger Fuel Station #714,,,885,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_885.png
"1086 N Irish Rd Davison, Mi 48423",,,\x,43.0222671,-83.5550434,Green Earth Grocery Llc,,,891,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_891.png
"18001 Silver Pkwy Fenton, Mi 48430",,,\x,42.7942592,-83.7391505,Vg'S Quick Stop #774,,,895,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_895.png
"11289 Silver Lake Rd Byron, Mi 48418",,,\x,42.81121,-83.89334889999999,Beards Party Store,,,901,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_901.png
"225 E State Street Montrose, Mi 48457",,,\x,43.17681,-83.8882982,Sav-On Montrose Family Pharmacy,,,911,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_911.png
"6039 S Dort Hwy Grand Blanc, Mi 48439",,,\x,42.9437083,-83.6519744,Whigville Market,,,915,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_915.png
"11357 Linden Rd Clio, Mi 48420",,,\x,43.1710534,-83.7773369,Menards,,,921,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_921.png
"604 W Broad St Linden, Mi 48451",,,\x,42.8133865,-83.7894869,Yono Alpine Foods Inc,,,927,https://flinteats.nyc3.digitaloceanspaces.com/prod/market_927.png
